0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5605534984776575,0.5690220121052418,0.5775994214568487,0.5862882297734112,0.5950909978391236,0.6040103453042185,0.6130489520381497,0.6222095595138815,0.6314949722240004,0.6409080591293781,0.6504517551411373,0.6601290626366825,0.6699430530105825,0.6798968682611016,0.6899937226132035,0.7002369041788619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5668736629419673,0.5755076077978709,0.58425295161873,0.5931122551887391,0.6020881381581308,0.6111832803963586,0.6204004233763871,0.6297423715908027,0.6392119940004772,0.648812225516533,0.658546068516375,0.6684165943945717,0.6784269451493874,0.688580335005786,0.6988800520757412,0.709329460056715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5733514306416938,0.582155049520828,0.5910726281491121,0.6001067861767788,0.6092602034732817,0.6185356215115853,0.6279358447842759,0.6374637422522255,0.6471222488265563,0.6569143668846733,0.666843167821145,0.6769117936342359,0.6871234585489095,0.6974814506771397,0.7079891337163887,0.718649948687129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5799915879823665,0.5889692627644967,0.5980635169460096,0.6072770303963586,0.6166125445885083,0.6260728640150451,0.6356608576368408,0.6453794603650178,0.6552316745769811,0.665220571667299,0.675349293634236,0.6856210547027557,0.696039142984832,0.7066069221779272,0.7173278333025136,0.7282053964795367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5867991238756078,0.5959553820253746,0.6052308994439777,0.6146284176043814,0.6241507409991721,0.6338007385892217,0.6435813452856528,0.6534955634658699,0.6635464645244418,0.6737371904596328,0.6840709554964065,0.6945510477467368,0.7051808309080859,0.7159637460009263,0.7269033131462035,0.7380031333836587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5937792427524612,0.6031187642673264,0.6125802865239922,0.6221666140150451,0.631880615701357,0.6417252264940501,0.6517034487705294,0.6618183539253635,0.6720730839568165,0.6824708530898524,0.6930149494364449,0.7037087366940562,0.7145556558831587,0.7255592271246981,0.7367230514584155,0.748050812702969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6009373787570144,0.6104650036049019,0.6201174336871763,0.6298975379647096,0.6398082513486244,0.6498525762163253,0.6600335839623809,0.6703544165850557,0.680818288309313,0.6914284872471271,0.70218837709596,0.7131013988762841,0.724171072709045,0.735400999633984,0.7467948634697591,0.7583564327168258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608279211255175,0.6179999473483785,0.6278483576368408,0.6378273770316845,0.6479400079103144,0.6581893216672989,0.6685784603009026,0.679110638036089,0.6897891429848321,0.7006173388445939,0.7115986666358469,0.7227366464795368,0.7340348794154048,0.7454970492621088,0.7571269245201045,0.7689283603182682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6158106818116553,0.6257297135690443,0.6357793544328145,0.6459626067803709,0.656282542006282,0.6667423021088122,0.6773451013129252,0.6880942277305948,0.6989930450592832,0.7100449943194628,0.7212535956320791,0.7326224500368737,0.7441552413525043,0.7558557380794266,0.7677277953465169,0.7797753569024434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6235380128092547,0.6336607103650178,0.6439170194045672,0.6543100113224714,0.6648428281169946,0.6755186840131004,0.6863408671227631,0.6973127411434444,0.708437747095617,0.7197194051002265,0.7311613161970139,0.7427671642046375,0.7545407176235528,0.7664858315826361,0.7786064498305556,0.7909066067729194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6314677279088775,0.6417996570331215,0.65226826903572,0.6628767059149376,0.6736281818957381,0.6845259850900952,0.6955734791954711,0.7067741052323382,0.7181313833216421,0.729648914503124,0.7413303825954421,0.753179556099052,0.7652002901428296,0.7773965284754436,0.7897723055025019,0.8023317483705288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5120647247661693,0.517533119359621,0.5231387149280607,0.5288857131594994,0.5347784982599899,0.5408216492492234,0.5470199534330853,0.5533784211950001,0.5599023022680807,0.5694380127644967,0.5790903026602953,0.58886185182493,0.5987554017313655,0.608773756872188,0.6189197862082694,0.6291964246507322,0.6396066745769811,0.6501536073815846,0.6608403650628074,0.6716701618456129,0.6826462858419748,0.6937721007493558,0.7050510475882279,0.7164866464795367,0.7280824984630238,0.7398422873573469,0.7517697816629617,0.7638688365087445,0.7761433956433634,0.7885974934724267,0.8012352571424587,0.8140609086727828,0.8270787671364104,0.8402932508910618,0.8537088798614756,0.8673302778741796,0.8811621750459345,0.8952094102270804,0.9094769335010513,0.923969808741345,0.9199754478390894,0.9060902339936621,0.8925611051423348,0.8793764607602202,0.866525242745374,0.8539968982946553,0.841781346129157,0.8298689457078389
0.517533119359621,0.5231387149280607,0.5288857131594994,0.5347784982599899,0.5408216492492234,0.5470199534330853,0.5533784211950001,0.5599023022680807,0.5665971036735876,0.576330562400555,0.5861832803963586,0.596157999133963,0.6062575231059542,0.6164847212732045,0.626842528546836,0.6373339473042539,0.6479620489400262,0.6587299754524178,0.669640941066392,0.6806982338939229,0.6919052176324727,0.7032653333025136,0.7147821010249913,0.7264591218396472,0.7383000795651391,0.7503087427019227,0.7624889663788743,0.7748446943446621,0.7873799610048942,0.8000988935060951,0.8130057138675881,0.8261047411623843,0.8394003937482046,0.8528971915497872,0.8665997583936602,0.8805128243965838,0.8946412284088987,0.9089899205140383,0.9235639645855008,0.9383685409025988,0.9342289305129885,0.9199754478390894,0.9060902339936621,0.8925611051423348,0.8793764607602202,0.866525242745374,0.8539968982946553,0.841781346129157
