0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7411520383084894,0.7574229374406882,0.7744194655098464,0.7921929372652767,0.8108009995329357,0.830308808755603,0.8507904941829378,0.8723309916868673,0.8616926938145271,0.8375468988724732,0.8138298767572716,0.8031915788849312,0.805632005255452,0.8085012044528248,0.7978629065804844,0.787224608708144,0.7765863108358035,0.7659480129634632,0.7553097150911228,0.7446714172187823,0.7340331193464419,0.7233948214741015,0.712756523601761,0.7021182257294206,0.6779724307873669,0.6542554086721653,0.6309535487099731,0.608053672274948,0.5855430190746094,0.5634092338705475,0.5416403536206624,0.5202247950295493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7574229374406882,0.7744194655098464,0.7921929372652767,0.8108009995329357,0.830308808755603,0.8507904941829378,0.8723309916868673,0.8950283633867928,0.8839172522756817,0.858855814381903,0.8342372062010784,0.8231260950899673,0.8255224810485695,0.8283616967201262,0.8172505856090151,0.806139474497904,0.795028363386793,0.7839172522756818,0.7728061411645706,0.7616950300534595,0.7505839189423484,0.7394728078312374,0.7283616967201262,0.7172505856090151,0.6921891477152362,0.6675705395344118,0.6433807041804395,0.6196060309794766,0.5962333413056808,0.5732498748665715,0.550643276423739,0.5284015829350832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7744194655098464,0.7921929372652767,0.8108009995329357,0.830308808755603,0.8507904941829378,0.8723309916868673,0.8950283633867928,0.9189967611236096,0.9073688541468654,0.8813332729475164,0.8557550391881044,0.8441271322113603,0.8464495520172839,0.8492293192631444,0.8376014122864003,0.8259735053096561,0.8143455983329119,0.8027176913561678,0.7910897843794236,0.7794618774026794,0.7678339704259352,0.756206063449191,0.7445781564724467,0.7329502494957025,0.7069146682963536,0.6813364345369417,0.6562010304904842,0.6314943992708788,0.6072029302042828,0.583313444664854,0.5598131823601116,0.536689788051646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7921929372652767,0.8108009995329357,0.830308808755603,0.8507904941829378,0.8723309916868673,0.8950283633867928,0.9189967611236096,0.9443702534900126,0.9321751315387932,0.9050999942489641,0.8784971980751397,0.8663020761239202,0.8685146283953056,0.8711995217826956,0.859004399831476,0.8468092778802565,0.834614155929037,0.8224190339778175,0.8102239120265979,0.7980287900753784,0.7858336681241589,0.7736385461729394,0.7614434242217198,0.7492483022705004,0.7221731649806714,0.6955703688068471,0.6694249200729598,0.643722301052027,0.6184484548579463,0.593589770816875,0.5691330703029709,0.5450655930237531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8108009995329357,0.830308808755603,0.8507904941829378,0.8723309916868673,0.8950283633867928,0.9189967611236096,0.9443702534900126,0.9713078262552179,0.9584873134347052,0.9302989589309132,0.9025984307717909,0.889777917951278,0.8918374204693746,0.8943847493321411,0.8815642365116283,0.8687437236911155,0.8559232108706026,0.8431026980500897,0.830282185229577,0.8174616724090642,0.8046411595885514,0.7918206467680385,0.7790001339475257,0.7661796211270129,0.7379912666232209,0.7102907384640985,0.6830625514209809,0.6562917118178003,0.6299637019275741,0.6040644648642002,0.5785803899538356,0.5534982985706381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.830308808755603,0.8507904941829378,0.8723309916868673,0.8950283633867928,0.9189967611236096,0.9443702534900126,0.9713078262552179,1.0,0.9864864864864865,0.9571013120487037,0.9282199568519112,0.9147064433383976,0.9165607715081633,0.9189189189189189,0.9054054054054055,0.8918918918918919,0.8783783783783784,0.8648648648648649,0.8513513513513513,0.8378378378378378,0.8243243243243243,0.8108108108108107,0.7972972972972974,0.7837837837837838,0.7543986093460011,0.7255172541492083,0.6971237252970854,0.669202537560967,0.6417386972647858,0.6147176866815589,0.5881254489251843,0.561948373321819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8078413250971237,0.8275076883074236,0.8481851967448137,0.869966925493014,0.8929611799242605,0.9172951162001837,0.943119471751426,0.9706148255622173,0.972972972972973,0.9435877985351904,0.9147064433383976,0.9011929298248841,0.9030472579946498,0.9054054054054055,0.8760202309676227,0.8625067174541092,0.8489932039405956,0.8354796904270823,0.8219661769135687,0.8084526634000552,0.7949391498865417,0.7814256363730281,0.7679121228595146,0.7702702702702703,0.7408850958324875,0.7120037406356949,0.6836102117835718,0.6556890240474536,0.6282251837512722,0.6012041731680454,0.5746119354116708,0.5484348598083055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7980374035284963,0.8173036066747705,0.8375468988724732,0.858855814381903,0.8813332729475164,0.9050999942489641,0.9302989589309132,0.9571013120487037,0.9594594594594594,0.9300742850216768,0.9165607715081633,0.9030472579946498,0.8895337444811362,0.8918918918918919,0.8625067174541092,0.8336253622573164,0.820111848743803,0.8065983352302895,0.793084821716776,0.7795713082032625,0.7660577946897489,0.7525442811762354,0.7543986093460011,0.7567567567567568,0.7273715823189741,0.6984902271221813,0.6700966982700584,0.6421755105339401,0.6147116702377587,0.5876906596545319,0.5610984218981572,0.5349213462947919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7882334819598689,0.8070995250421176,0.8269086010001327,0.8477447032707918,0.8697053659707722,0.8929048722977446,0.9174784461104004,0.9435877985351904,0.9459459459459459,0.9324324324324325,0.9189189189189189,0.9054054054054055,0.8918918918918919,0.8783783783783784,0.8489932039405956,0.820111848743803,0.79171831989168,0.7782048063781665,0.764691292864653,0.7511777793511394,0.7376642658376259,0.7390307676627219,0.7408850958324875,0.7432432432432432,0.7138580688054605,0.6849767136086679,0.6565831847565449,0.6286619970204266,0.6011981567242453,0.5876846432107317,0.5606636326275048,0.5340713948711302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7661679818285567,0.7842318813196127,0.8031915788849312,0.8231260950899673,0.8441271322113603,0.8663020761239202,0.889777917951278,0.9147064433383976,0.9165607715081633,0.9030472579946498,0.8895337444811362,0.8760202309676227,0.8625067174541092,0.8489932039405956,0.820111848743803,0.79171831989168,0.7637971321555617,0.7502836186420481,0.7367701051285347,0.7232565916150211,0.7241507523241124,0.7255172541492083,0.7273715823189741,0.7297297297297297,0.7003445552919471,0.6714632000951544,0.6430696712430313,0.615148483506913,0.5876846432107317,0.588121456479886,0.5606576161837047,0.5336366056004779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
