0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45358512270479345,0.45621332789862334,0.45883783321680516,0.46145572446630323,0.4640638107092422,0.46665859675462085,0.4692362524239321,0.4717925781431293,0.4743229663410412,0.4768223580485744,0.4792851939910283,0.4817053593440913,0.48407612117824306,0.4863900574409519,0.4886389761144394,0.49081382293035813,0.49290457571068813,0.4949001230227785,0.4952844656407788,0.49575209453529634,0.49630181136348156,0.496932435024528,0.49764280141158995,0.49843176316726934,0.4992981894426203,0.501713525942703,0.504056141158263,0.5063151510739107,0.5084783714852472,0.510532132789513,0.5124610625275207,0.5140022287274596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45621332789862334,0.45883783321680516,0.46145572446630323,0.4640638107092422,0.46665859675462085,0.4692362524239321,0.4717925781431293,0.4743229663410412,0.4768223580485744,0.4792851939910283,0.4817053593440913,0.48407612117824306,0.4863900574409519,0.4886389761144394,0.49081382293035813,0.49290457571068813,0.4949001230227785,0.49678812436818176,0.49724423929094547,0.4977848563268235,0.4984087596392189,0.49911475088528184,0.4999016489642061,0.5007682897691459,0.501713525942703,0.504056141158263,0.5063151510739107,0.5084783714852472,0.510532132789513,0.5124610625275207,0.5142478289376486,0.5159220186166402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45883783321680516,0.46145572446630323,0.4640638107092422,0.46665859675462085,0.4692362524239321,0.4717925781431293,0.4743229663410412,0.4768223580485744,0.4792851939910283,0.4817053593440913,0.48407612117824306,0.4863900574409519,0.4886389761144394,0.49081382293035813,0.49290457571068813,0.4949001230227785,0.49678812436818176,0.498554848547182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5158728371237806,0.5176921458148014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46145572446630323,0.4640638107092422,0.46665859675462085,0.4692362524239321,0.4717925781431293,0.4743229663410412,0.4768223580485744,0.4792851939910283,0.4817053593440913,0.48407612117824306,0.4863900574409519,0.4886389761144394,0.49081382293035813,0.49290457571068813,0.4949001230227785,0.49678812436818176,0.498554848547182,0.5001849861245163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5173138673062008,0.519291640542584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4640638107092422,0.46665859675462085,0.4692362524239321,0.4717925781431293,0.4743229663410412,0.4768223580485744,0.4792851939910283,0.4817053593440913,0.48407612117824306,0.4863900574409519,0.4886389761144394,0.49081382293035813,0.49290457571068813,0.4949001230227785,0.49678812436818176,0.498554848547182,0.5001849861245163,0.5016614310287322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5185456418622213,0.520696641180778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46665859675462085,0.4692362524239321,0.4717925781431293,0.4743229663410412,0.4768223580485744,0.4792851939910283,0.4817053593440913,0.48407612117824306,0.4863900574409519,0.4886389761144394,0.49081382293035813,0.49290457571068813,0.4949001230227785,0.49678812436818176,0.498554848547182,0.5001849861245163,0.5016614310287322,0.5029650251981665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5195393042583584,0.5218799013787536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4692362524239321,0.4717925781431293,0.4743229663410412,0.4768223580485744,0.4792851939910283,0.4817053593440913,0.48407612117824306,0.4863900574409519,0.4886389761144394,0.49081382293035813,0.49290457571068813,0.4949001230227785,0.49678812436818176,0.498554848547182,0.5001849861245163,0.5016614310287322,0.5029650251981665,0.5040742587750361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.520261788232513,0.522810193345483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4717925781431293,0.4743229663410412,0.4768223580485744,0.4792851939910283,0.4817053593440913,0.48407612117824306,0.4863900574409519,0.4886389761144394,0.49081382293035813,0.49290457571068813,0.4949001230227785,0.49678812436818176,0.498554848547182,0.5001849861245163,0.5016614310287322,0.5029650251981665,0.5040742587750361,0.5049649165584278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5206750492888701,0.5234515808959899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4743229663410412,0.4768223580485744,0.4792851939910283,0.4817053593440913,0.48407612117824306,0.4863900574409519,0.4886389761144394,0.49081382293035813,0.49290457571068813,0.4949001230227785,0.49678812436818176,0.498554848547182,0.5001849861245163,0.5016614310287322,0.5029650251981665,0.5040742587750361,0.5049649165584278,0.5056096591403912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5207351221343219,0.5237625278480468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4768223580485744,0.4792851939910283,0.4817053593440913,0.48407612117824306,0.4863900574409519,0.4886389761144394,0.49081382293035813,0.49290457571068813,0.4949001230227785,0.49678812436818176,0.498554848547182,0.5001849861245163,0.5016614310287322,0.5029650251981665,0.5040742587750361,0.5049649165584278,0.5056096591403912,0.5059775242094322,0.5060333296983004,0.5057369554839656,0.5050424738095297,0.5038970899199116,0.5022398427780169,0.5,0.5026098020824934,0.5053231148753483,0.5081384490417279,0.5110543366737297,0.5140693309840606,0.5171820060021494,0.5203909562746296,0.523694796570134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
