0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7943783105334079,0.7991898970973879,0.804103293346955,0.809123633087535,0.814256450057124,0.8195077182712497,0.8248838973586735,0.830391983623307,0.8360395676943524,0.8418348997782344,0.8477869637081115,0.8539055612066611,0.8602014080443268,0.866686244099484,0.8733729597233229,0.8802757412988881,0.8893829503175891,0.8985068445420079,0.9076475241832895,0.9168050900544453,0.9259796435739691,0.9351712867694726,0.9443801222813439,0.9536062533664286,0.9482147859496447,0.9401861311268526,0.9324162607084152,0.9277509463067926,0.9261750305447489,0.9248122625471213,0.9207356939544237,0.9168307703551029,0.9130868745330735,0.909494247229106,0.9060439021946025,0.9027275511420215,0.899537537272396,0.8964667762577098,0.8935087037206266,0.8906572283920872,0.8879066902433189,0.8852518229866817,0.8826877204225791,0.880209806179959,0.8778138064577561,0.8754957254257061,0.8732518229866817,0.8710785946402251,0.86897275321924,0.8669312122996589,0.8649510711069825,0.8630296007644596,0.8611642317458058,0.8593525424111421,0.8575922485185966,0.8558811936160524,0.8542173402280611,0.852598761762192,0.8510236350672187,0.8494902335827081,0.8479969210258974,0.8465421455673269,0.8451244344516499,0.8437423890244176,0.8423946801295389,0.8410800438455774,0.8397972775321363,0.8385452361603345,0.8373228289038415,0.8361290159691379,0.8349628056456413,0.8338232515581103,0.8327094501053258,0.8316205380704806,0.8305556903899967,0.8295141180686489,0.828495066229925,0.8246007951304606,0.8207449255076683,0.8169266910920288
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7991898970973879,0.804103293346955,0.809123633087535,0.814256450057124,0.8195077182712497,0.8248838973586735,0.830391983623307,0.8360395676943524,0.8418348997782344,0.8477869637081115,0.8539055612066611,0.8602014080443268,0.866686244099484,0.8733729597233229,0.8802757412988881,0.8874102394841188,0.8966985262779934,0.9060035984887309,0.9153255569293426,0.9246645030183223,0.9340205387832816,0.9433937668646089,0.9527842905191493,0.9621922136239076,0.9565206699776805,0.9482147859496447,0.9401861311268526,0.935295982296236,0.9335276850556473,0.9319864643170347,0.9277266791583731,0.9236501105656756,0.9197451869663547,0.9160012911443254,0.9124086638403579,0.9089583188058543,0.9056419677532734,0.902451953883648,0.8993811928689617,0.8964231203318785,0.8935716450033391,0.8908211068545708,0.8881662395979336,0.885602137033831,0.8831242227912108,0.880728223069008,0.878410142036958,0.8761662395979336,0.8739930112514769,0.8718871698304917,0.8698456289109107,0.8678654877182344,0.8659440173757114,0.8640786483570577,0.862266959022394,0.8605066651298485,0.8587956102273042,0.8571317568393129,0.8555131783734438,0.8539380516784705,0.8524046501939601,0.8509113376371493,0.8494565621785788,0.8480388510629018,0.8466568056356694,0.8453090967407908,0.8439944604568292,0.8427116941433881,0.8414596527715863,0.8402372455150934,0.8390434325803897,0.8378772222568931,0.8367376681693621,0.8356238667165776,0.8345349546817324,0.8334701070012485,0.8324285346799007,0.828495066229925,0.8246007951304606,0.8207449255076683
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.804103293346955,0.809123633087535,0.814256450057124,0.8195077182712497,0.8248838973586735,0.830391983623307,0.8360395676943524,0.8418348997782344,0.8477869637081115,0.8539055612066611,0.8602014080443268,0.866686244099484,0.8733729597233229,0.8802757412988881,0.8874102394841188,0.8947937643732315,0.9042719967571291,0.913767115370901,0.9232792216330409,0.9328084175711604,0.9423548058256478,0.9519184896533484,0.961499572931267,0.971098160160292,0.9651241341862661,0.9565206699776805,0.9482147859496447,0.9430831482878865,0.9411074160685218,0.9393740222292576,0.9349183848793932,0.9306585997207316,0.926582031128034,0.9226771075287131,0.9189332117066837,0.9153405844027163,0.9118902393682129,0.9085738883156318,0.9053838744460063,0.90231311343132,0.899355040894237,0.8965035655656974,0.8937530274169292,0.8910981601602921,0.8885340575961895,0.8860561433535694,0.8836601436313665,0.8813420625993165,0.8790981601602921,0.8769249318138354,0.8748190903928502,0.8727775494732692,0.8707974082805928,0.8688759379380698,0.8670105689194161,0.8651988795847525,0.8634385856922069,0.8617275307896627,0.8600636774016714,0.8584450989358023,0.8568699722408291,0.8553365707563185,0.8538432581995077,0.8523884827409371,0.8509707716252601,0.8495887261980279,0.8482410173031492,0.8469263810191878,0.8456436147057467,0.8443915733339448,0.8431691660774518,0.8419753531427482,0.8408091428192517,0.8396695887317207,0.8385557872789362,0.837466875244091,0.836402027563607,0.8324285346799007,0.828495066229925,0.8246007951304606
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.809123633087535,0.814256450057124,0.8195077182712497,0.8248838973586735,0.830391983623307,0.8360395676943524,0.8418348997782344,0.8477869637081115,0.8539055612066611,0.8602014080443268,0.866686244099484,0.8733729597233229,0.8802757412988881,0.8874102394841188,0.8947937643732315,0.9024455127388643,0.9121232797544627,0.921818034418429,0.931529878758375,0.9412589154146889,0.9510052476442159,0.960768979323961,0.9705502149548126,0.9803490596652906,0.9740476898022769,0.9651241341862661,0.9565206699776805,0.9511292025608966,0.9489294854614969,0.9469888662728652,0.9423235518712424,0.937867914521378,0.9336081293627164,0.9295315607700187,0.9256266371706979,0.9218827413486685,0.9182901140447011,0.9148397690101977,0.9115234179576166,0.9083334040879911,0.9052626430733048,0.9023045705362218,0.8994530952076822,0.896702557058914,0.8940476898022769,0.8914835872381743,0.8890056729955542,0.8866096732733513,0.8842915922413013,0.8820476898022769,0.8798744614558202,0.877768620034835,0.875727079115254,0.8737469379225776,0.8718254675800546,0.8699600985614009,0.8681484092267373,0.8663881153341917,0.8646770604316475,0.8630132070436562,0.8613946285777871,0.8598195018828139,0.8582861003983033,0.8567927878414925,0.855338012382922,0.8539203012672449,0.8525382558400127,0.851190546945134,0.8498759106611726,0.8485931443477315,0.8473411029759296,0.8461186957194367,0.844924882784733,0.8437586724612365,0.8426191183737055,0.841505316920921,0.8404164048860758,0.836402027563607,0.8324285346799007,0.828495066229925
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.814256450057124,0.8195077182712497,0.8248838973586735,0.830391983623307,0.8360395676943524,0.8418348997782344,0.8477869637081115,0.8539055612066611,0.8602014080443268,0.866686244099484,0.8733729597233229,0.8802757412988881,0.8874102394841188,0.8947937643732315,0.9024455127388643,0.9103868336807602,0.9202745267973602,0.9301793095899398,0.9401012846988872,0.9500405553810479,0.9599972255134266,0.9699713995969117,0.9799631827600234,0.9899726807626816,0.9833163041468221,0.9740476898022769,0.9651241341862661,0.9594525905400388,0.9570106527652398,0.9548462595850132,0.9499561107543967,0.9452907963527739,0.9408351590029096,0.9365753738442479,0.9324988052515504,0.9285938816522294,0.9248499858302002,0.9212573585262327,0.9178070134917292,0.9144906624391482,0.9113006485695228,0.9082298875548365,0.9052718150177534,0.9024203396892139,0.8996698015404456,0.8970149342838085,0.8944508317197059,0.8919729174770857,0.8895769177548829,0.8872588367228329,0.8850149342838085,0.8828417059373517,0.8807358645163665,0.8786943235967856,0.8767141824041091,0.8747927120615862,0.8729273430429325,0.8711156537082689,0.8693553598157233,0.867644304913179,0.8659804515251878,0.8643618730593187,0.8627867463643454,0.861253344879835,0.8597600323230241,0.8583052568644536,0.8568875457487766,0.8555055003215443,0.8541577914266656,0.8528431551427041,0.851560388829263,0.8503083474574611,0.8490859402009683,0.8478921272662645,0.846725916942768,0.845586362855237,0.8444725614024525,0.8404164048860758,0.836402027563607,0.8324285346799007
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8195077182712497,0.8248838973586735,0.830391983623307,0.8360395676943524,0.8418348997782344,0.8477869637081115,0.8539055612066611,0.8602014080443268,0.866686244099484,0.8733729597233229,0.8802757412988881,0.8874102394841188,0.8947937643732315,0.9024455127388643,0.9103868336807602,0.9186415404736206,0.9287504465566676,0.9388765449560825,0.9490199389287107,0.9591807323515568,0.9693590297255095,0.9795549361790885,0.9897685574722143,1.0,0.9929577464788732,0.9833163041468221,0.9740476898022769,0.9680736638282509,0.9653693646635553,0.962962962962963,0.9578313253012047,0.9529411764705882,0.9482758620689655,0.9438202247191011,0.9395604395604396,0.935483870967742,0.9315789473684211,0.9278350515463918,0.9242424242424243,0.9207920792079207,0.9174757281553398,0.9142857142857144,0.9112149532710281,0.908256880733945,0.9054054054054055,0.9026548672566372,0.9,0.8974358974358974,0.8949579831932772,0.8925619834710744,0.8902439024390244,0.888,0.8858267716535433,0.8837209302325582,0.8816793893129771,0.8796992481203008,0.8777777777777778,0.8759124087591241,0.8741007194244604,0.8723404255319149,0.8706293706293706,0.8689655172413793,0.8673469387755102,0.8657718120805369,0.8642384105960265,0.8627450980392157,0.8612903225806452,0.8598726114649682,0.8584905660377358,0.8571428571428572,0.8558282208588956,0.8545454545454545,0.8532934131736527,0.8520710059171598,0.8508771929824561,0.8497109826589595,0.8485714285714285,0.8444725614024525,0.8404164048860758,0.836402027563607
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8118562100331216,0.8171126334019381,0.8224964855301331,0.8280150736063291,0.8336763395246726,0.839488931140131,0.8454622833516605,0.8516067106319484,0.8579335129344756,0.8644550972900239,0.8711851178730339,0.8781386378959619,0.8853323174061967,0.8927846319531403,0.9005161282125282,0.9085497240665532,0.9186415404736206,0.9287504465566676,0.9388765449560825,0.9490199389287107,0.9591807323515568,0.9693590297255095,0.9795549361790885,0.9897685574722143,0.9859154929577465,0.976466989078329,0.9673810231356101,0.9615801573347444,0.9590402507395046,0.9567901234567902,0.9488221631994711,0.9440737578132202,0.9395436699159924,0.9352171814748197,0.9310808683497425,0.9271224611655289,0.9233307237574926,0.9196953466549425,0.9162068534757276,0.9128565184422243,0.9096362935071094,0.906538743807618,0.9035569903585747,0.9006846590544506,0.8979158351847094,0.8952450227793837,0.8926671081968519,0.8901773274462016,0.8877712368048168,0.8854446863499241,0.8831937960724263,0.8810149342838085,0.8789046980633359,0.8768598955241185,0.8748775297036557,0.8729547839078686,0.8710890083578825,0.8692777080064362,0.8675185314061106,0.8658092605249432,0.8641478014166756,0.8625321756631188,0.860960512515101,0.8594310416663588,0.8579420866016892,0.856492058466815,0.8550794504128407,0.8537028323729804,0.852360846233494,0.8510522013645538,0.8497756704801275,0.8485300857989599,0.8473143354814132,0.8461273603193114,0.8449681506580775,0.8438357435323633,0.8427292199980941,0.8386804581638587,0.8346735791547055,0.830707676062022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8068057049826165,0.8119579942266804,0.8172333276353962,0.8226387295203076,0.8281818340301671,0.8338709536120411,0.8397151569148789,0.8457243576907718,0.8519094165489334,0.8582822577838511,0.8648560039489832,0.8716451314024554,0.8786656507395301,0.8859353168846471,0.8934738746914015,0.9013033472549591,0.9113951636620263,0.9215040697450734,0.9316301681444883,0.9417735621171165,0.9519343555399626,0.9621126529139152,0.9723085593674943,0.98252218066062,0.9788732394366197,0.9696176740098359,0.9636816009504752,0.9580538953227695,0.9527111368154539,0.9506172839506173,0.9427980668139289,0.9352241603905121,0.9308292989976792,0.9266319594651982,0.9226191183737054,0.9187788725979757,0.9151003213812242,0.9115734629981531,0.908189103943691,0.9049387789111878,0.9018146800935389,0.8988095945641816,0.8959168486807816,0.8931302586096164,0.8904440861986733,0.8878529995367901,0.8853520376283639,0.8829365786911658,0.8806023116510164,0.878345210463434,0.8761615109404883,0.8740476898022769,0.8720004457077887,0.8700166820503389,0.8680934913289944,0.8662281409300965,0.8644180601726472,0.8626608284884083,0.8609541646224208,0.8592959167526315,0.8576840534386405,0.8561166553195183,0.8545919074893518,0.8531080924868406,0.8516635838420119,0.8502568401290742,0.8488863994796962,0.8475508745156526,0.8462489476639121,0.8449793668209105,0.8437409413360192,0.8425325382871254,0.8413530790238337,0.840201535956123,0.8390769295683587,0.8379783256404272,0.8369048326594197,0.8329060697648119,0.8289483625029614,0.8250308285115436
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8017551999321115,0.8068033550514226,0.8119701697406594,0.8172623854342861,0.8226873285356615,0.8282529760839512,0.8339680304780972,0.8398420047495954,0.8458853201633911,0.8521094182776783,0.8585268900249325,0.8651516249089489,0.8719989840728634,0.8790860018161539,0.8864316211702747,0.8940569704433649,0.9041487868504322,0.9142576929334791,0.9243837913328942,0.9345271853055224,0.9446879787283684,0.954866276102321,0.9650621825559,0.9752758038490259,0.971830985915493,0.9657534246575342,0.96,0.9545454545454546,0.9493670886075949,0.9444444444444444,0.9367739704283867,0.9293418074493357,0.9221326429189127,0.9180644522951236,0.9141750832372151,0.9104529988699694,0.9068876338445027,0.9034692941809106,0.9001890692512011,0.897038754219698,0.8940107815195153,0.8910981601602921,0.888294421842535,0.8855935730043287,0.882990052052184,0.8804786911337434,0.8780546818994225,0.8757135447756768,0.8734511013367626,0.8712634494164904,0.8691469406480969,0.8670981601602921,0.8651139081917881,0.863191183416106,0.8613271677938799,0.8595192127918709,0.8577648268269586,0.8560616638099271,0.8544075126782777,0.8528002878198666,0.8512380203001522,0.8497188498154644,0.8482410173031492,0.8468028581468692,0.8454027959218815,0.8440393366308803,0.8427110633860986,0.8414166314978717,0.8401547639338769,0.8389242471168138,0.8377239270314577,0.8365527056148375,0.835409537405801,0.8342934264324814,0.8332034233181869,0.8321386225880377,0.831098160160292,0.8271492904453912,0.8232406498023241,0.8193713804112832
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7941192200248695,0.7990477126885418,0.8040903870644448,0.8092537011498275,0.8145446730391543,0.8199709437968049,0.8255408490014251,0.8312635003902,0.8371488793066472,0.8432079439920391,0.8494527531737557,0.8558966089136388,0.8625542223115463,0.8694419064472926,0.876577801931917,0.8839821416846654,0.8940569704433649,0.9041487868504322,0.9142576929334791,0.9243837913328942,0.9345271853055224,0.9446879787283684,0.954866276102321,0.9650621825559,0.9618036666781746,0.9559190438728495,0.9503482676171418,0.9450668823357564,0.9400529089673527,0.93528653922208,0.927782629561313,0.9205099248661743,0.9134535959197727,0.9095145542046752,0.9057486571803512,0.9021447342215896,0.8986925553874072,0.8953827344432944,0.8922066436383376,0.8891563386078346,0.8862244920251181,0.8834043348360288,0.880689604083915,0.8780744964786675,0.875553626985321,0.873121991810323,0.8707749352501075,0.8685081199398139,0.8663175001021353,0.8641992974491732,0.862149979435332,0.8601662395979336,0.8582449797554139,0.8563832938614995,0.8545784533383916,0.852827893733272,0.8511292025608965,0.8494801082110723,0.8478784698137609,0.8463222679667279,0.8448095962412903,0.843338653391037,0.841907736196573,0.8405152328865242,0.8391596170813773,0.8378394422123127,0.8365533363721271,0.8352999975597171,0.8340781892834681,0.8328867364923436,0.8317245218065226,0.830590482022176,0.8294836048673947,0.8284029259884662,0.8273475261476412,0.8263165286152747,0.8253090967407908,0.8214100150770772,0.8175503365519048,0.8137292278842359
