0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5476124541839857,0.5561123195775279,0.5647299203462568,0.5734681633905182,0.5823300273823713,0.5913185645376412,0.6004369024317225,0.6096882458602171,0.6190758787455087,0.6286031660904139,0.6382735559800669,0.6480905816332314,0.6580578635042613,0.6681791114369566,0.6784581268715995,0.6888988051064827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5539639704142534,0.562638106687279,0.571432885235837,0.5803512847319868,0.5893963573915534,0.5985712307899316,0.6078791097227227,0.617323278112311,0.626907100961513,0.6366340263554625,0.6465075875129238,0.6565314048882505,0.6667091883252425,0.677044739264182,0.687541953003362,0.6982048210164509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5604819295311019,0.569334983137935,0.5783116576923598,0.5874150054102014,0.5966481538668547,0.6060143078579209,0.6155167513057842,0.6251588492132613,0.6349440496654859,0.6448758858812222,0.6549579783148239,0.665194036810091,0.6755878628073055,0.6861433516047606,0.6968644946761244,0.7077553820450233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671715215994734,0.5762082923077444,0.5853717361794322,0.5946649807899316,0.604091230934844,0.6136537705365535,0.6233559645978766,0.6332012612039474,0.64319319357353,0.6533353821609778,0.6636315368100909,0.6740854589611517,0.6847010439124528,0.695482283137663,0.706433266660408,0.7175581854874808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5740381534188556,0.5832636012587973,0.5926188498375506,0.602107103950717,0.6117316475206804,0.6214958455502575,0.6314031461245824,0.6414570824624188,0.6516612750181207,0.6620194336354878,0.6725353597548025,0.6832129486743577,0.6940561918678216,0.7050691793588206,0.7162561021541476,0.7276212547370491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5810874619858838,0.5905067146608993,0.6000589728703278,0.6097475205365535,0.6195757226623928,0.6295470273329796,0.6396649677670783,0.6499331644190423,0.6603553271326716,0.6709352573482484,0.6816768503640658,0.692584097653792,0.7036610892410531,0.7149120161326421,0.7263411728118059,0.737952959793091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5883253291505873,0.5979436899512374,0.6076983402086846,0.6175926449257454,0.627630052187554,0.6378140952128741,0.6481483944560598,0.6586366597609106,0.6692826925677091,0.680090388174748,0.6910637380556958,0.7022068322341785,0.713523861716989,0.7250191209873744,0.7366970105598809,0.7485620395982797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5957578976015105,0.6055808538698868,0.6155434645978766,0.625649177870614,0.6359015269068633,0.6463041321609778,0.6568607034767576,0.667575042294485,0.6784510439124529,0.6894926998043296,0.7007040999937413,0.7120894354874808,0.7236530007687951,0.7353991963522306,0.7473325314015584,0.7594576264123372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6033915883331636,0.6134248205300801,0.623601155271744,0.6339241257769197,0.6443973524999609,0.6550245452846672,0.6658095055713211,0.6767561286582155,0.6878684060190189,0.6991504276773571,0.7106063846400232,0.7222405713902641,0.7340573884426261,0.7460613449608805,0.7582570614405857,0.7706492724578822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6112331197702905,0.6214825112039474,0.6318785384011161,0.6424248218161502,0.6531250712928496,0.6639830882714965,0.6750027680503838,0.6861881021031802,0.6975431804535114,0.7090721941081706,0.7207794375504044,0.7326693112947593,0.7447463245050068,0.7570150976767049,0.7694803653859943,0.7821469791062606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
