row,col,y_px,x_px
98,23,1576.0,376.0
97,23,1560.0,376.0
96,23,1544.0,376.0
95,23,1528.0,376.0
94,23,1512.0,376.0
94,22,1512.0,360.0
94,21,1512.0,344.0
94,20,1512.0,328.0
94,19,1512.0,312.0
94,18,1512.0,296.0
93,18,1496.0,296.0
93,17,1496.0,280.0
93,16,1496.0,264.0
93,15,1496.0,248.0
93,14,1496.0,232.0
93,13,1496.0,216.0
94,13,1512.0,216.0
94,12,1512.0,200.0
94,11,1512.0,184.0
95,11,1528.0,184.0
95,10,1528.0,168.0
96,10,1544.0,168.0
96,9,1544.0,152.0
96,8,1544.0,136.0
96,7,1544.0,120.0
95,7,1528.0,120.0
94,7,1512.0,120.0
93,7,1496.0,120.0
92,7,1480.0,120.0
92,8,1480.0,136.0
93,8,1496.0,136.0
94,8,1512.0,136.0
94,7,1512.0,120.0
95,7,1528.0,120.0
96,7,1544.0,120.0
96,8,1544.0,136.0
96,9,1544.0,152.0
95,9,1528.0,152.0
95,10,1528.0,168.0
94,10,1512.0,168.0
94,11,1512.0,184.0
93,11,1496.0,184.0
93,12,1496.0,200.0
93,13,1496.0,216.0
93,14,1496.0,232.0
93,15,1496.0,248.0
93,16,1496.0,264.0
93,17,1496.0,280.0
93,18,1496.0,296.0
92,18,1480.0,296.0
91,18,1464.0,296.0
90,18,1448.0,296.0
90,19,1448.0,312.0
90,20,1448.0,328.0
90,21,1448.0,344.0
90,22,1448.0,360.0
90,23,1448.0,376.0
89,23,1432.0,376.0
88,23,1416.0,376.0
87,23,1400.0,376.0
86,23,1384.0,376.0
85,23,1368.0,376.0
84,23,1352.0,376.0
83,23,1336.0,376.0
83,22,1336.0,360.0
83,21,1336.0,344.0
82,21,1320.0,344.0
82,20,1320.0,328.0
82,19,1320.0,312.0
82,18,1320.0,296.0
82,17,1320.0,280.0
82,16,1320.0,264.0
82,15,1320.0,248.0
82,14,1320.0,232.0
82,13,1320.0,216.0
81,13,1304.0,216.0
80,13,1288.0,216.0
79,13,1272.0,216.0
79,12,1272.0,200.0
79,11,1272.0,184.0
79,10,1272.0,168.0
79,9,1272.0,152.0
79,8,1272.0,136.0
78,8,1256.0,136.0
77,8,1240.0,136.0
76,8,1224.0,136.0
75,8,1208.0,136.0
74,8,1192.0,136.0
73,8,1176.0,136.0
72,8,1160.0,136.0
72,9,1160.0,152.0
71,9,1144.0,152.0
70,9,1128.0,152.0
69,9,1112.0,152.0
68,9,1096.0,152.0
68,8,1096.0,136.0
67,8,1080.0,136.0
66,8,1064.0,136.0
65,8,1048.0,136.0
64,8,1032.0,136.0
63,8,1016.0,136.0
62,8,1000.0,136.0
61,8,984.0,136.0
60,8,968.0,136.0
