row,col,y_px,x_px
87,119,1400.0,1912.0
86,119,1384.0,1912.0
85,119,1368.0,1912.0
84,119,1352.0,1912.0
83,119,1336.0,1912.0
82,119,1320.0,1912.0
81,119,1304.0,1912.0
80,119,1288.0,1912.0
79,119,1272.0,1912.0
78,119,1256.0,1912.0
77,119,1240.0,1912.0
76,119,1224.0,1912.0
75,119,1208.0,1912.0
74,119,1192.0,1912.0
73,119,1176.0,1912.0
72,119,1160.0,1912.0
71,119,1144.0,1912.0
70,119,1128.0,1912.0
69,119,1112.0,1912.0
68,119,1096.0,1912.0
67,119,1080.0,1912.0
66,119,1064.0,1912.0
65,119,1048.0,1912.0
64,119,1032.0,1912.0
63,119,1016.0,1912.0
62,119,1000.0,1912.0
61,119,984.0,1912.0
60,119,968.0,1912.0
59,119,952.0,1912.0
59,120,952.0,1928.0
58,120,936.0,1928.0
57,120,920.0,1928.0
56,120,904.0,1928.0
55,120,888.0,1928.0
54,120,872.0,1928.0
53,120,856.0,1928.0
52,120,840.0,1928.0
51,120,824.0,1928.0
50,120,808.0,1928.0
49,120,792.0,1928.0
48,120,776.0,1928.0
47,120,760.0,1928.0
46,120,744.0,1928.0
45,120,728.0,1928.0
44,120,712.0,1928.0
43,120,696.0,1928.0
42,120,680.0,1928.0
41,120,664.0,1928.0
40,120,648.0,1928.0
39,120,632.0,1928.0
38,120,616.0,1928.0
37,120,600.0,1928.0
36,120,584.0,1928.0
35,120,568.0,1928.0
34,120,552.0,1928.0
33,120,536.0,1928.0
32,120,520.0,1928.0
31,120,504.0,1928.0
30,120,488.0,1928.0
29,120,472.0,1928.0
28,120,456.0,1928.0
27,120,440.0,1928.0
26,120,424.0,1928.0
25,120,408.0,1928.0
24,120,392.0,1928.0
23,120,376.0,1928.0
22,120,360.0,1928.0
21,120,344.0,1928.0
20,120,328.0,1928.0
19,120,312.0,1928.0
18,120,296.0,1928.0
17,120,280.0,1928.0
16,120,264.0,1928.0
15,120,248.0,1928.0
14,120,232.0,1928.0
13,120,216.0,1928.0
12,120,200.0,1928.0
11,120,184.0,1928.0
10,120,168.0,1928.0
9,120,152.0,1928.0
8,120,136.0,1928.0
7,120,120.0,1928.0
6,120,104.0,1928.0
5,120,88.0,1928.0
6,120,104.0,1928.0
6,121,104.0,1944.0
6,122,104.0,1960.0
5,122,88.0,1960.0
6,122,104.0,1960.0
6,121,104.0,1944.0
6,120,104.0,1928.0
6,119,104.0,1912.0
6,118,104.0,1896.0
6,117,104.0,1880.0
6,116,104.0,1864.0
5,116,88.0,1864.0
4,116,72.0,1864.0
3,116,56.0,1864.0
2,116,40.0,1864.0
2,115,40.0,1848.0
3,115,56.0,1848.0
3,116,56.0,1864.0
3,117,56.0,1880.0
4,117,72.0,1880.0
5,117,88.0,1880.0
5,116,88.0,1864.0
5,115,88.0,1848.0
5,114,88.0,1832.0
5,113,88.0,1816.0
5,112,88.0,1800.0
5,111,88.0,1784.0
5,110,88.0,1768.0
5,109,88.0,1752.0
6,109,104.0,1752.0
6,108,104.0,1736.0
7,108,120.0,1736.0
8,108,136.0,1736.0
8,107,136.0,1720.0
8,106,136.0,1704.0
7,106,120.0,1704.0
6,106,104.0,1704.0
5,106,88.0,1704.0
4,106,72.0,1704.0
4,105,72.0,1688.0
4,104,72.0,1672.0
3,104,56.0,1672.0
2,104,40.0,1672.0
2,105,40.0,1688.0
2,104,40.0,1672.0
3,104,56.0,1672.0
4,104,72.0,1672.0
5,104,88.0,1672.0
6,104,104.0,1672.0
7,104,120.0,1672.0
8,104,136.0,1672.0
8,103,136.0,1656.0
8,102,136.0,1640.0
7,102,120.0,1640.0
7,101,120.0,1624.0
7,100,120.0,1608.0
7,99,120.0,1592.0
7,98,120.0,1576.0
6,98,104.0,1576.0
5,98,88.0,1576.0
4,98,72.0,1576.0
5,98,88.0,1576.0
6,98,104.0,1576.0
7,98,120.0,1576.0
7,99,120.0,1592.0
7,100,120.0,1608.0
7,101,120.0,1624.0
7,102,120.0,1640.0
6,102,104.0,1640.0
5,102,88.0,1640.0
4,102,72.0,1640.0
4,101,72.0,1624.0
4,100,72.0,1608.0
3,100,56.0,1608.0
4,100,72.0,1608.0
4,101,72.0,1624.0
4,102,72.0,1640.0
5,102,88.0,1640.0
6,102,104.0,1640.0
7,102,120.0,1640.0
8,102,136.0,1640.0
8,103,136.0,1656.0
8,104,136.0,1672.0
7,104,120.0,1672.0
6,104,104.0,1672.0
6,105,104.0,1688.0
6,106,104.0,1704.0
7,106,120.0,1704.0
8,106,136.0,1704.0
8,107,136.0,1720.0
8,108,136.0,1736.0
7,108,120.0,1736.0
6,108,104.0,1736.0
5,108,88.0,1736.0
5,109,88.0,1752.0
5,110,88.0,1768.0
5,111,88.0,1784.0
5,112,88.0,1800.0
5,113,88.0,1816.0
5,114,88.0,1832.0
6,114,104.0,1832.0
7,114,120.0,1832.0
8,114,136.0,1832.0
8,115,136.0,1848.0
8,116,136.0,1864.0
8,117,136.0,1880.0
8,118,136.0,1896.0
8,119,136.0,1912.0
9,119,152.0,1912.0
10,119,168.0,1912.0
11,119,184.0,1912.0
12,119,200.0,1912.0
13,119,216.0,1912.0
14,119,232.0,1912.0
15,119,248.0,1912.0
16,119,264.0,1912.0
16,118,264.0,1896.0
16,117,264.0,1880.0
15,117,248.0,1880.0
14,117,232.0,1880.0
14,116,232.0,1864.0
14,115,232.0,1848.0
15,115,248.0,1848.0
16,115,264.0,1848.0
17,115,280.0,1848.0
16,115,264.0,1848.0
16,116,264.0,1864.0
16,117,264.0,1880.0
16,118,264.0,1896.0
17,118,280.0,1896.0
17,119,280.0,1912.0
18,119,296.0,1912.0
19,119,312.0,1912.0
20,119,328.0,1912.0
21,119,344.0,1912.0
22,119,360.0,1912.0
23,119,376.0,1912.0
24,119,392.0,1912.0
25,119,408.0,1912.0
26,119,424.0,1912.0
27,119,440.0,1912.0
28,119,456.0,1912.0
29,119,472.0,1912.0
30,119,488.0,1912.0
31,119,504.0,1912.0
32,119,520.0,1912.0
33,119,536.0,1912.0
34,119,552.0,1912.0
35,119,568.0,1912.0
36,119,584.0,1912.0
37,119,600.0,1912.0
38,119,616.0,1912.0
39,119,632.0,1912.0
40,119,648.0,1912.0
41,119,664.0,1912.0
42,119,680.0,1912.0
43,119,696.0,1912.0
44,119,712.0,1912.0
45,119,728.0,1912.0
46,119,744.0,1912.0
47,119,760.0,1912.0
48,119,776.0,1912.0
49,119,792.0,1912.0
49,120,792.0,1928.0
49,121,792.0,1944.0
50,121,808.0,1944.0
50,122,808.0,1960.0
50,123,808.0,1976.0
51,123,824.0,1976.0
51,122,824.0,1960.0
50,122,808.0,1960.0
50,121,808.0,1944.0
50,120,808.0,1928.0
50,119,808.0,1912.0
50,118,808.0,1896.0
50,117,808.0,1880.0
50,116,808.0,1864.0
50,115,808.0,1848.0
50,114,808.0,1832.0
51,114,824.0,1832.0
52,114,840.0,1832.0
52,115,840.0,1848.0
52,116,840.0,1864.0
52,117,840.0,1880.0
52,118,840.0,1896.0
52,119,840.0,1912.0
53,119,856.0,1912.0
54,119,872.0,1912.0
55,119,888.0,1912.0
56,119,904.0,1912.0
57,119,920.0,1912.0
57,120,920.0,1928.0
58,120,936.0,1928.0
59,120,952.0,1928.0
