row,col,y_px,x_px
87,23,1400.0,376.0
86,23,1384.0,376.0
85,23,1368.0,376.0
84,23,1352.0,376.0
83,23,1336.0,376.0
83,22,1336.0,360.0
83,21,1336.0,344.0
83,20,1336.0,328.0
83,19,1336.0,312.0
83,18,1336.0,296.0
82,18,1320.0,296.0
82,17,1320.0,280.0
82,16,1320.0,264.0
82,15,1320.0,248.0
82,14,1320.0,232.0
82,13,1320.0,216.0
82,12,1320.0,200.0
82,11,1320.0,184.0
82,10,1320.0,168.0
82,9,1320.0,152.0
82,10,1320.0,168.0
82,11,1320.0,184.0
82,12,1320.0,200.0
82,13,1320.0,216.0
82,14,1320.0,232.0
82,15,1320.0,248.0
82,16,1320.0,264.0
82,17,1320.0,280.0
82,18,1320.0,296.0
81,18,1304.0,296.0
80,18,1288.0,296.0
79,18,1272.0,296.0
79,19,1272.0,312.0
79,20,1272.0,328.0
79,21,1272.0,344.0
79,22,1272.0,360.0
79,23,1272.0,376.0
78,23,1256.0,376.0
77,23,1240.0,376.0
76,23,1224.0,376.0
75,23,1208.0,376.0
74,23,1192.0,376.0
73,23,1176.0,376.0
72,23,1160.0,376.0
71,23,1144.0,376.0
70,23,1128.0,376.0
69,23,1112.0,376.0
68,23,1096.0,376.0
67,23,1080.0,376.0
66,23,1064.0,376.0
65,23,1048.0,376.0
64,23,1032.0,376.0
63,23,1016.0,376.0
62,23,1000.0,376.0
61,23,984.0,376.0
60,23,968.0,376.0
60,24,968.0,392.0
60,25,968.0,408.0
60,24,968.0,392.0
60,23,968.0,376.0
60,22,968.0,360.0
60,21,968.0,344.0
60,20,968.0,328.0
60,19,968.0,312.0
60,18,968.0,296.0
60,17,968.0,280.0
60,16,968.0,264.0
60,15,968.0,248.0
60,14,968.0,232.0
60,13,968.0,216.0
61,13,984.0,216.0
61,12,984.0,200.0
61,11,984.0,184.0
62,11,1000.0,184.0
62,10,1000.0,168.0
63,10,1016.0,168.0
63,9,1016.0,152.0
63,8,1016.0,136.0
63,7,1016.0,120.0
62,7,1000.0,120.0
61,7,984.0,120.0
60,7,968.0,120.0
59,7,952.0,120.0
59,8,952.0,136.0
58,8,936.0,136.0
57,8,920.0,136.0
56,8,904.0,136.0
55,8,888.0,136.0
54,8,872.0,136.0
53,8,856.0,136.0
52,8,840.0,136.0
51,8,824.0,136.0
50,8,808.0,136.0
49,8,792.0,136.0
48,8,776.0,136.0
47,8,760.0,136.0
46,8,744.0,136.0
45,8,728.0,136.0
44,8,712.0,136.0
43,8,696.0,136.0
42,8,680.0,136.0
41,8,664.0,136.0
40,8,648.0,136.0
39,8,632.0,136.0
38,8,616.0,136.0
38,9,616.0,152.0
38,10,616.0,168.0
38,11,616.0,184.0
38,12,616.0,200.0
38,13,616.0,216.0
38,14,616.0,232.0
38,15,616.0,248.0
38,16,616.0,264.0
