row,col,y_px,x_px
87,104,1400.0,1672.0
86,104,1384.0,1672.0
85,104,1368.0,1672.0
84,104,1352.0,1672.0
83,104,1336.0,1672.0
82,104,1320.0,1672.0
81,104,1304.0,1672.0
80,104,1288.0,1672.0
79,104,1272.0,1672.0
78,104,1256.0,1672.0
77,104,1240.0,1672.0
76,104,1224.0,1672.0
75,104,1208.0,1672.0
74,104,1192.0,1672.0
73,104,1176.0,1672.0
72,104,1160.0,1672.0
71,104,1144.0,1672.0
70,104,1128.0,1672.0
69,104,1112.0,1672.0
68,104,1096.0,1672.0
67,104,1080.0,1672.0
66,104,1064.0,1672.0
65,104,1048.0,1672.0
64,104,1032.0,1672.0
63,104,1016.0,1672.0
62,104,1000.0,1672.0
61,104,984.0,1672.0
60,104,968.0,1672.0
59,104,952.0,1672.0
59,105,952.0,1688.0
59,106,952.0,1704.0
60,106,968.0,1704.0
61,106,984.0,1704.0
62,106,1000.0,1704.0
63,106,1016.0,1704.0
63,105,1016.0,1688.0
63,104,1016.0,1672.0
63,103,1016.0,1656.0
63,102,1016.0,1640.0
62,102,1000.0,1640.0
61,102,984.0,1640.0
60,102,968.0,1640.0
59,102,952.0,1640.0
58,102,936.0,1640.0
57,102,920.0,1640.0
57,103,920.0,1656.0
56,103,904.0,1656.0
55,103,888.0,1656.0
54,103,872.0,1656.0
53,103,856.0,1656.0
52,103,840.0,1656.0
51,103,824.0,1656.0
50,103,808.0,1656.0
49,103,792.0,1656.0
48,103,776.0,1656.0
47,103,760.0,1656.0
47,104,760.0,1672.0
46,104,744.0,1672.0
46,105,744.0,1688.0
47,105,760.0,1688.0
48,105,776.0,1688.0
49,105,792.0,1688.0
49,104,792.0,1672.0
49,103,792.0,1656.0
49,102,792.0,1640.0
49,101,792.0,1624.0
48,101,776.0,1624.0
47,101,760.0,1624.0
47,102,760.0,1640.0
48,102,776.0,1640.0
49,102,792.0,1640.0
49,101,792.0,1624.0
49,100,792.0,1608.0
49,99,792.0,1592.0
49,98,792.0,1576.0
49,97,792.0,1560.0
49,96,792.0,1544.0
49,95,792.0,1528.0
49,94,792.0,1512.0
49,93,792.0,1496.0
50,93,808.0,1496.0
50,92,808.0,1480.0
50,91,808.0,1464.0
49,91,792.0,1464.0
48,91,776.0,1464.0
48,90,776.0,1448.0
48,89,776.0,1432.0
48,88,776.0,1416.0
47,88,760.0,1416.0
46,88,744.0,1416.0
46,87,744.0,1400.0
46,86,744.0,1384.0
46,87,744.0,1400.0
46,88,744.0,1416.0
46,89,744.0,1432.0
46,90,744.0,1448.0
46,91,744.0,1464.0
47,91,760.0,1464.0
48,91,776.0,1464.0
49,91,792.0,1464.0
49,90,792.0,1448.0
49,89,792.0,1432.0
49,88,792.0,1416.0
49,87,792.0,1400.0
49,86,792.0,1384.0
49,85,792.0,1368.0
49,84,792.0,1352.0
49,83,792.0,1336.0
49,82,792.0,1320.0
49,81,792.0,1304.0
49,80,792.0,1288.0
49,79,792.0,1272.0
49,78,792.0,1256.0
49,77,792.0,1240.0
50,77,808.0,1240.0
50,76,808.0,1224.0
50,75,808.0,1208.0
50,74,808.0,1192.0
51,74,824.0,1192.0
50,74,808.0,1192.0
50,73,808.0,1176.0
50,72,808.0,1160.0
50,71,808.0,1144.0
50,70,808.0,1128.0
50,69,808.0,1112.0
49,69,792.0,1112.0
49,68,792.0,1096.0
49,67,792.0,1080.0
50,67,808.0,1080.0
51,67,824.0,1080.0
52,67,840.0,1080.0
52,68,840.0,1096.0
52,69,840.0,1112.0
52,70,840.0,1128.0
52,71,840.0,1144.0
53,71,856.0,1144.0
54,71,872.0,1144.0
55,71,888.0,1144.0
56,71,904.0,1144.0
57,71,920.0,1144.0
57,72,920.0,1160.0
57,73,920.0,1176.0
57,74,920.0,1192.0
57,73,920.0,1176.0
57,72,920.0,1160.0
58,72,936.0,1160.0
59,72,952.0,1160.0
60,72,968.0,1160.0
60,73,968.0,1176.0
60,74,968.0,1192.0
61,74,984.0,1192.0
62,74,1000.0,1192.0
63,74,1016.0,1192.0
63,75,1016.0,1208.0
63,76,1016.0,1224.0
62,76,1000.0,1224.0
61,76,984.0,1224.0
60,76,968.0,1224.0
60,77,968.0,1240.0
60,78,968.0,1256.0
60,79,968.0,1272.0
60,80,968.0,1288.0
60,81,968.0,1304.0
60,82,968.0,1320.0
59,82,952.0,1320.0
59,83,952.0,1336.0
59,84,952.0,1352.0
58,84,936.0,1352.0
58,85,936.0,1368.0
59,85,952.0,1368.0
60,85,968.0,1368.0
61,85,984.0,1368.0
62,85,1000.0,1368.0
63,85,1016.0,1368.0
63,86,1016.0,1384.0
63,87,1016.0,1400.0
64,87,1032.0,1400.0
65,87,1048.0,1400.0
66,87,1064.0,1400.0
67,87,1080.0,1400.0
68,87,1096.0,1400.0
69,87,1112.0,1400.0
69,88,1112.0,1416.0
70,88,1128.0,1416.0
71,88,1144.0,1416.0
71,89,1144.0,1432.0
72,89,1160.0,1432.0
71,89,1144.0,1432.0
71,90,1144.0,1448.0
71,91,1144.0,1464.0
71,92,1144.0,1480.0
70,92,1128.0,1480.0
69,92,1112.0,1480.0
68,92,1096.0,1480.0
68,93,1096.0,1496.0
69,93,1112.0,1496.0
70,93,1128.0,1496.0
71,93,1144.0,1496.0
71,92,1144.0,1480.0
71,91,1144.0,1464.0
71,90,1144.0,1448.0
71,89,1144.0,1432.0
71,88,1144.0,1416.0
71,87,1144.0,1400.0
71,86,1144.0,1384.0
71,85,1144.0,1368.0
71,84,1144.0,1352.0
71,83,1144.0,1336.0
71,82,1144.0,1320.0
71,81,1144.0,1304.0
71,80,1144.0,1288.0
71,79,1144.0,1272.0
71,78,1144.0,1256.0
71,77,1144.0,1240.0
71,76,1144.0,1224.0
70,76,1128.0,1224.0
70,75,1128.0,1208.0
70,74,1128.0,1192.0
70,73,1128.0,1176.0
71,73,1144.0,1176.0
72,73,1160.0,1176.0
73,73,1176.0,1176.0
73,74,1176.0,1192.0
72,74,1160.0,1192.0
72,73,1160.0,1176.0
72,72,1160.0,1160.0
72,71,1160.0,1144.0
72,70,1160.0,1128.0
71,70,1144.0,1128.0
70,70,1128.0,1128.0
69,70,1112.0,1128.0
68,70,1096.0,1128.0
68,69,1096.0,1112.0
68,68,1096.0,1096.0
68,69,1096.0,1112.0
68,70,1096.0,1128.0
68,71,1096.0,1144.0
67,71,1080.0,1144.0
66,71,1064.0,1144.0
65,71,1048.0,1144.0
64,71,1032.0,1144.0
63,71,1016.0,1144.0
63,70,1016.0,1128.0
62,70,1000.0,1128.0
61,70,984.0,1128.0
62,70,1000.0,1128.0
63,70,1016.0,1128.0
63,71,1016.0,1144.0
64,71,1032.0,1144.0
65,71,1048.0,1144.0
66,71,1064.0,1144.0
67,71,1080.0,1144.0
68,71,1096.0,1144.0
69,71,1112.0,1144.0
70,71,1128.0,1144.0
70,72,1128.0,1160.0
70,73,1128.0,1176.0
71,73,1144.0,1176.0
71,74,1144.0,1192.0
71,75,1144.0,1208.0
71,76,1144.0,1224.0
