row,col,y_px,x_px
87,56,1400.0,904.0
86,56,1384.0,904.0
85,56,1368.0,904.0
84,56,1352.0,904.0
83,56,1336.0,904.0
82,56,1320.0,904.0
81,56,1304.0,904.0
80,56,1288.0,904.0
79,56,1272.0,904.0
78,56,1256.0,904.0
77,56,1240.0,904.0
76,56,1224.0,904.0
75,56,1208.0,904.0
74,56,1192.0,904.0
73,56,1176.0,904.0
72,56,1160.0,904.0
71,56,1144.0,904.0
72,56,1160.0,904.0
73,56,1176.0,904.0
74,56,1192.0,904.0
74,55,1192.0,888.0
74,54,1192.0,872.0
73,54,1176.0,872.0
73,53,1176.0,856.0
73,52,1176.0,840.0
73,51,1176.0,824.0
73,50,1176.0,808.0
72,50,1160.0,808.0
71,50,1144.0,808.0
71,49,1144.0,792.0
71,48,1144.0,776.0
71,47,1144.0,760.0
71,46,1144.0,744.0
71,45,1144.0,728.0
71,44,1144.0,712.0
71,43,1144.0,696.0
71,42,1144.0,680.0
71,41,1144.0,664.0
71,40,1144.0,648.0
71,39,1144.0,632.0
70,39,1128.0,632.0
69,39,1112.0,632.0
68,39,1096.0,632.0
67,39,1080.0,632.0
66,39,1064.0,632.0
65,39,1048.0,632.0
64,39,1032.0,632.0
63,39,1016.0,632.0
62,39,1000.0,632.0
61,39,984.0,632.0
61,38,984.0,616.0
61,37,984.0,600.0
60,37,968.0,600.0
60,36,968.0,584.0
60,35,968.0,568.0
60,34,968.0,552.0
60,33,968.0,536.0
60,32,968.0,520.0
60,31,968.0,504.0
60,30,968.0,488.0
60,29,968.0,472.0
61,29,984.0,472.0
61,28,984.0,456.0
61,27,984.0,440.0
61,26,984.0,424.0
61,25,984.0,408.0
61,24,984.0,392.0
61,23,984.0,376.0
61,22,984.0,360.0
61,21,984.0,344.0
60,21,968.0,344.0
60,20,968.0,328.0
60,19,968.0,312.0
60,18,968.0,296.0
60,17,968.0,280.0
60,16,968.0,264.0
60,15,968.0,248.0
60,14,968.0,232.0
60,13,968.0,216.0
59,13,952.0,216.0
58,13,936.0,216.0
58,12,936.0,200.0
57,12,920.0,200.0
58,12,936.0,200.0
59,12,952.0,200.0
59,13,952.0,216.0
60,13,968.0,216.0
60,14,968.0,232.0
60,15,968.0,248.0
60,16,968.0,264.0
60,17,968.0,280.0
60,18,968.0,296.0
61,18,984.0,296.0
61,19,984.0,312.0
61,20,984.0,328.0
61,21,984.0,344.0
61,22,984.0,360.0
61,23,984.0,376.0
61,24,984.0,392.0
61,25,984.0,408.0
61,26,984.0,424.0
60,26,968.0,424.0
60,27,968.0,440.0
60,28,968.0,456.0
60,29,968.0,472.0
