row,col,y_px,x_px
65,39,1048.0,632.0
64,39,1032.0,632.0
63,39,1016.0,632.0
62,39,1000.0,632.0
61,39,984.0,632.0
61,38,984.0,616.0
61,37,984.0,600.0
61,36,984.0,584.0
61,35,984.0,568.0
61,34,984.0,552.0
60,34,968.0,552.0
60,33,968.0,536.0
60,32,968.0,520.0
60,31,968.0,504.0
60,30,968.0,488.0
60,29,968.0,472.0
61,29,984.0,472.0
62,29,1000.0,472.0
63,29,1016.0,472.0
63,28,1016.0,456.0
63,27,1016.0,440.0
63,26,1016.0,424.0
62,26,1000.0,424.0
61,26,984.0,424.0
60,26,968.0,424.0
60,27,968.0,440.0
60,28,968.0,456.0
60,29,968.0,472.0
60,30,968.0,488.0
60,31,968.0,504.0
60,32,968.0,520.0
60,33,968.0,536.0
60,34,968.0,552.0
59,34,952.0,552.0
58,34,936.0,552.0
57,34,920.0,552.0
57,35,920.0,568.0
57,36,920.0,584.0
57,37,920.0,600.0
57,38,920.0,616.0
57,39,920.0,632.0
56,39,904.0,632.0
55,39,888.0,632.0
54,39,872.0,632.0
53,39,856.0,632.0
52,39,840.0,632.0
51,39,824.0,632.0
51,40,824.0,648.0
51,41,824.0,664.0
50,41,808.0,664.0
49,41,792.0,664.0
48,41,776.0,664.0
47,41,760.0,664.0
46,41,744.0,664.0
46,40,744.0,648.0
45,40,728.0,648.0
44,40,712.0,648.0
43,40,696.0,648.0
42,40,680.0,648.0
41,40,664.0,648.0
40,40,648.0,648.0
39,40,632.0,648.0
38,40,616.0,648.0
37,40,600.0,648.0
36,40,584.0,648.0
37,40,600.0,648.0
38,40,616.0,648.0
38,39,616.0,632.0
38,38,616.0,616.0
38,37,616.0,600.0
38,36,616.0,584.0
38,35,616.0,568.0
38,34,616.0,552.0
38,33,616.0,536.0
38,32,616.0,520.0
38,31,616.0,504.0
38,30,616.0,488.0
38,29,616.0,472.0
37,29,600.0,472.0
36,29,584.0,472.0
35,29,568.0,472.0
35,28,568.0,456.0
35,27,568.0,440.0
35,26,568.0,424.0
35,25,568.0,408.0
35,24,568.0,392.0
34,24,552.0,392.0
33,24,536.0,392.0
32,24,520.0,392.0
31,24,504.0,392.0
30,24,488.0,392.0
29,24,472.0,392.0
28,24,456.0,392.0
27,24,440.0,392.0
27,25,440.0,408.0
27,26,440.0,424.0
27,27,440.0,440.0
27,28,440.0,456.0
27,29,440.0,472.0
27,30,440.0,488.0
27,31,440.0,504.0
27,32,440.0,520.0
27,33,440.0,536.0
27,34,440.0,552.0
28,34,456.0,552.0
28,35,456.0,568.0
28,36,456.0,584.0
28,37,456.0,600.0
28,38,456.0,616.0
28,39,456.0,632.0
28,40,456.0,648.0
28,41,456.0,664.0
