row,col,y_px,x_px
87,56,1400.0,904.0
86,56,1384.0,904.0
85,56,1368.0,904.0
84,56,1352.0,904.0
83,56,1336.0,904.0
82,56,1320.0,904.0
81,56,1304.0,904.0
80,56,1288.0,904.0
79,56,1272.0,904.0
78,56,1256.0,904.0
77,56,1240.0,904.0
76,56,1224.0,904.0
75,56,1208.0,904.0
74,56,1192.0,904.0
73,56,1176.0,904.0
72,56,1160.0,904.0
71,56,1144.0,904.0
72,56,1160.0,904.0
73,56,1176.0,904.0
74,56,1192.0,904.0
74,55,1192.0,888.0
74,54,1192.0,872.0
73,54,1176.0,872.0
73,53,1176.0,856.0
73,52,1176.0,840.0
73,51,1176.0,824.0
73,50,1176.0,808.0
72,50,1160.0,808.0
71,50,1144.0,808.0
71,49,1144.0,792.0
71,48,1144.0,776.0
71,47,1144.0,760.0
71,46,1144.0,744.0
71,45,1144.0,728.0
71,44,1144.0,712.0
71,43,1144.0,696.0
71,42,1144.0,680.0
71,41,1144.0,664.0
71,40,1144.0,648.0
71,39,1144.0,632.0
