row,col,y_px,x_px
87,8,1400.0,136.0
86,8,1384.0,136.0
85,8,1368.0,136.0
84,8,1352.0,136.0
83,8,1336.0,136.0
82,8,1320.0,136.0
81,8,1304.0,136.0
80,8,1288.0,136.0
79,8,1272.0,136.0
78,8,1256.0,136.0
77,8,1240.0,136.0
76,8,1224.0,136.0
75,8,1208.0,136.0
74,8,1192.0,136.0
73,8,1176.0,136.0
72,8,1160.0,136.0
71,8,1144.0,136.0
70,8,1128.0,136.0
69,8,1112.0,136.0
68,8,1096.0,136.0
67,8,1080.0,136.0
66,8,1064.0,136.0
65,8,1048.0,136.0
64,8,1032.0,136.0
63,8,1016.0,136.0
62,8,1000.0,136.0
61,8,984.0,136.0
61,9,984.0,152.0
60,9,968.0,152.0
59,9,952.0,152.0
58,9,936.0,152.0
57,9,920.0,152.0
57,8,920.0,136.0
56,8,904.0,136.0
55,8,888.0,136.0
54,8,872.0,136.0
53,8,856.0,136.0
52,8,840.0,136.0
52,9,840.0,152.0
52,10,840.0,168.0
52,9,840.0,152.0
52,8,840.0,136.0
53,8,856.0,136.0
54,8,872.0,136.0
55,8,888.0,136.0
56,8,904.0,136.0
57,8,920.0,136.0
58,8,936.0,136.0
59,8,952.0,136.0
59,9,952.0,152.0
60,9,968.0,152.0
61,9,984.0,152.0
62,9,1000.0,152.0
63,9,1016.0,152.0
63,8,1016.0,136.0
64,8,1032.0,136.0
65,8,1048.0,136.0
66,8,1064.0,136.0
67,8,1080.0,136.0
68,8,1096.0,136.0
69,8,1112.0,136.0
70,8,1128.0,136.0
70,9,1128.0,152.0
70,10,1128.0,168.0
71,10,1144.0,168.0
71,11,1144.0,184.0
71,12,1144.0,200.0
71,13,1144.0,216.0
71,14,1144.0,232.0
71,15,1144.0,248.0
71,16,1144.0,264.0
71,17,1144.0,280.0
71,18,1144.0,296.0
71,19,1144.0,312.0
71,20,1144.0,328.0
71,21,1144.0,344.0
71,22,1144.0,360.0
71,23,1144.0,376.0
71,24,1144.0,392.0
16,29,264.0,472.0
16,28,264.0,456.0
16,27,264.0,440.0
16,26,264.0,424.0
16,25,264.0,408.0
16,24,264.0,392.0
16,23,264.0,376.0
16,22,264.0,360.0
16,21,264.0,344.0
16,20,264.0,328.0
16,19,264.0,312.0
16,18,264.0,296.0
16,17,264.0,280.0
16,16,264.0,264.0
16,15,264.0,248.0
16,14,264.0,232.0
16,13,264.0,216.0
15,13,248.0,216.0
14,13,232.0,216.0
14,12,232.0,200.0
13,12,216.0,200.0
13,11,216.0,184.0
13,10,216.0,168.0
13,9,216.0,152.0
13,8,216.0,136.0
12,8,200.0,136.0
11,8,184.0,136.0
10,8,168.0,136.0
9,8,152.0,136.0
8,8,136.0,136.0
7,8,120.0,136.0
6,8,104.0,136.0
5,8,88.0,136.0
5,9,88.0,152.0
5,10,88.0,168.0
5,11,88.0,184.0
5,12,88.0,200.0
5,13,88.0,216.0
5,14,88.0,232.0
5,15,88.0,248.0
5,16,88.0,264.0
5,17,88.0,280.0
5,18,88.0,296.0
6,18,104.0,296.0
7,18,120.0,296.0
8,18,136.0,296.0
8,19,136.0,312.0
8,20,136.0,328.0
8,21,136.0,344.0
8,22,136.0,360.0
8,23,136.0,376.0
7,23,120.0,376.0
6,23,104.0,376.0
5,23,88.0,376.0
