row,col,y_px,x_px
76,39,1224.0,632.0
75,39,1208.0,632.0
74,39,1192.0,632.0
73,39,1176.0,632.0
72,39,1160.0,632.0
71,39,1144.0,632.0
70,39,1128.0,632.0
69,39,1112.0,632.0
68,39,1096.0,632.0
67,39,1080.0,632.0
66,39,1064.0,632.0
65,39,1048.0,632.0
64,39,1032.0,632.0
63,39,1016.0,632.0
63,38,1016.0,616.0
62,38,1000.0,616.0
61,38,984.0,616.0
60,38,968.0,616.0
59,38,952.0,616.0
58,38,936.0,616.0
57,38,920.0,616.0
57,39,920.0,632.0
56,39,904.0,632.0
55,39,888.0,632.0
54,39,872.0,632.0
53,39,856.0,632.0
52,39,840.0,632.0
51,39,824.0,632.0
50,39,808.0,632.0
49,39,792.0,632.0
49,40,792.0,648.0
48,40,776.0,648.0
47,40,760.0,648.0
46,40,744.0,648.0
45,40,728.0,648.0
44,40,712.0,648.0
43,40,696.0,648.0
42,40,680.0,648.0
41,40,664.0,648.0
40,40,648.0,648.0
39,40,632.0,648.0
38,40,616.0,648.0
37,40,600.0,648.0
36,40,584.0,648.0
35,40,568.0,648.0
34,40,552.0,648.0
33,40,536.0,648.0
32,40,520.0,648.0
31,40,504.0,648.0
30,40,488.0,648.0
29,40,472.0,648.0
28,40,456.0,648.0
27,40,440.0,648.0
28,40,456.0,648.0
29,40,472.0,648.0
30,40,488.0,648.0
31,40,504.0,648.0
32,40,520.0,648.0
33,40,536.0,648.0
34,40,552.0,648.0
35,40,568.0,648.0
36,40,584.0,648.0
37,40,600.0,648.0
38,40,616.0,648.0
39,40,632.0,648.0
40,40,648.0,648.0
41,40,664.0,648.0
42,40,680.0,648.0
43,40,696.0,648.0
44,40,712.0,648.0
45,40,728.0,648.0
46,40,744.0,648.0
47,40,760.0,648.0
48,40,776.0,648.0
49,40,792.0,648.0
50,40,808.0,648.0
50,39,808.0,632.0
51,39,824.0,632.0
52,39,840.0,632.0
53,39,856.0,632.0
54,39,872.0,632.0
55,39,888.0,632.0
56,39,904.0,632.0
57,39,920.0,632.0
57,40,920.0,648.0
57,41,920.0,664.0
58,41,936.0,664.0
59,41,952.0,664.0
59,42,952.0,680.0
59,43,952.0,696.0
59,44,952.0,712.0
59,45,952.0,728.0
60,45,968.0,728.0
60,46,968.0,744.0
60,47,968.0,760.0
60,48,968.0,776.0
60,49,968.0,792.0
60,50,968.0,808.0
61,50,984.0,808.0
62,50,1000.0,808.0
63,50,1016.0,808.0
63,51,1016.0,824.0
63,52,1016.0,840.0
63,53,1016.0,856.0
63,54,1016.0,872.0
63,55,1016.0,888.0
64,55,1032.0,888.0
65,55,1048.0,888.0
66,55,1064.0,888.0
67,55,1080.0,888.0
68,55,1096.0,888.0
68,56,1096.0,904.0
68,57,1096.0,920.0
68,58,1096.0,936.0
68,59,1096.0,952.0
68,60,1096.0,968.0
68,61,1096.0,984.0
27,13,440.0,216.0
27,12,440.0,200.0
27,11,440.0,184.0
27,10,440.0,168.0
26,10,424.0,168.0
26,9,424.0,152.0
25,9,408.0,152.0
24,9,392.0,152.0
24,8,392.0,136.0
23,8,376.0,136.0
22,8,360.0,136.0
21,8,344.0,136.0
20,8,328.0,136.0
19,8,312.0,136.0
18,8,296.0,136.0
17,8,280.0,136.0
16,8,264.0,136.0
16,7,264.0,120.0
