row,col,y_px,x_px
87,24,1400.0,392.0
86,24,1384.0,392.0
85,24,1368.0,392.0
84,24,1352.0,392.0
83,24,1336.0,392.0
83,25,1336.0,408.0
83,26,1336.0,424.0
83,27,1336.0,440.0
83,28,1336.0,456.0
83,29,1336.0,472.0
82,29,1320.0,472.0
82,30,1320.0,488.0
82,31,1320.0,504.0
82,32,1320.0,520.0
82,33,1320.0,536.0
82,34,1320.0,552.0
82,35,1320.0,568.0
82,36,1320.0,584.0
82,37,1320.0,600.0
82,38,1320.0,616.0
82,39,1320.0,632.0
82,40,1320.0,648.0
81,40,1304.0,648.0
80,40,1288.0,648.0
79,40,1272.0,648.0
78,40,1256.0,648.0
77,40,1240.0,648.0
76,40,1224.0,648.0
75,40,1208.0,648.0
74,40,1192.0,648.0
74,41,1192.0,664.0
73,41,1176.0,664.0
72,41,1160.0,664.0
71,41,1144.0,664.0
70,41,1128.0,664.0
69,41,1112.0,664.0
68,41,1096.0,664.0
68,40,1096.0,648.0
67,40,1080.0,648.0
66,40,1064.0,648.0
65,40,1048.0,648.0
64,40,1032.0,648.0
63,40,1016.0,648.0
62,40,1000.0,648.0
61,40,984.0,648.0
61,41,984.0,664.0
60,41,968.0,664.0
59,41,952.0,664.0
58,41,936.0,664.0
57,41,920.0,664.0
57,40,920.0,648.0
56,40,904.0,648.0
55,40,888.0,648.0
54,40,872.0,648.0
53,40,856.0,648.0
52,40,840.0,648.0
51,40,824.0,648.0
50,40,808.0,648.0
49,40,792.0,648.0
48,40,776.0,648.0
47,40,760.0,648.0
46,40,744.0,648.0
45,40,728.0,648.0
44,40,712.0,648.0
43,40,696.0,648.0
42,40,680.0,648.0
41,40,664.0,648.0
40,40,648.0,648.0
39,40,632.0,648.0
38,40,616.0,648.0
38,41,616.0,664.0
38,42,616.0,680.0
38,43,616.0,696.0
38,44,616.0,712.0
38,45,616.0,728.0
38,46,616.0,744.0
38,47,616.0,760.0
38,48,616.0,776.0
38,49,616.0,792.0
38,50,616.0,808.0
38,51,616.0,824.0
38,52,616.0,840.0
38,53,616.0,856.0
38,54,616.0,872.0
38,55,616.0,888.0
38,56,616.0,904.0
37,56,600.0,904.0
36,56,584.0,904.0
35,56,568.0,904.0
34,56,552.0,904.0
33,56,536.0,904.0
32,56,520.0,904.0
31,56,504.0,904.0
30,56,488.0,904.0
29,56,472.0,904.0
28,56,456.0,904.0
27,56,440.0,904.0
26,56,424.0,904.0
25,56,408.0,904.0
24,56,392.0,904.0
23,56,376.0,904.0
22,56,360.0,904.0
21,56,344.0,904.0
20,56,328.0,904.0
19,56,312.0,904.0
18,56,296.0,904.0
17,56,280.0,904.0
16,56,264.0,904.0
16,55,264.0,888.0
16,54,264.0,872.0
16,53,264.0,856.0
16,52,264.0,840.0
16,51,264.0,824.0
16,50,264.0,808.0
16,49,264.0,792.0
16,48,264.0,776.0
16,47,264.0,760.0
16,46,264.0,744.0
16,45,264.0,728.0
15,45,248.0,728.0
14,45,232.0,728.0
13,45,216.0,728.0
14,45,232.0,728.0
15,45,248.0,728.0
16,45,264.0,728.0
17,45,280.0,728.0
18,45,296.0,728.0
19,45,312.0,728.0
19,44,312.0,712.0
19,43,312.0,696.0
19,42,312.0,680.0
19,41,312.0,664.0
19,40,312.0,648.0
20,40,328.0,648.0
21,40,344.0,648.0
22,40,360.0,648.0
23,40,376.0,648.0
24,40,392.0,648.0
25,40,408.0,648.0
26,40,424.0,648.0
27,40,440.0,648.0
28,40,456.0,648.0
29,40,472.0,648.0
30,40,488.0,648.0
31,40,504.0,648.0
32,40,520.0,648.0
33,40,536.0,648.0
34,40,552.0,648.0
35,40,568.0,648.0
36,40,584.0,648.0
37,40,600.0,648.0
38,40,616.0,648.0
39,40,632.0,648.0
40,40,648.0,648.0
41,40,664.0,648.0
42,40,680.0,648.0
43,40,696.0,648.0
44,40,712.0,648.0
45,40,728.0,648.0
46,40,744.0,648.0
47,40,760.0,648.0
48,40,776.0,648.0
49,40,792.0,648.0
50,40,808.0,648.0
51,40,824.0,648.0
52,40,840.0,648.0
53,40,856.0,648.0
54,40,872.0,648.0
55,40,888.0,648.0
56,40,904.0,648.0
57,40,920.0,648.0
58,40,936.0,648.0
59,40,952.0,648.0
59,41,952.0,664.0
60,41,968.0,664.0
61,41,984.0,664.0
62,41,1000.0,664.0
63,41,1016.0,664.0
63,40,1016.0,648.0
64,40,1032.0,648.0
65,40,1048.0,648.0
