row,col,y_px,x_px
65,55,1048.0,888.0
64,55,1032.0,888.0
63,55,1016.0,888.0
62,55,1000.0,888.0
61,55,984.0,888.0
61,54,984.0,872.0
61,53,984.0,856.0
61,52,984.0,840.0
61,51,984.0,824.0
61,50,984.0,808.0
60,50,968.0,808.0
60,49,968.0,792.0
60,48,968.0,776.0
60,47,968.0,760.0
60,46,968.0,744.0
60,45,968.0,728.0
60,44,968.0,712.0
60,43,968.0,696.0
60,42,968.0,680.0
60,41,968.0,664.0
60,40,968.0,648.0
59,40,952.0,648.0
58,40,936.0,648.0
57,40,920.0,648.0
56,40,904.0,648.0
55,40,888.0,648.0
54,40,872.0,648.0
53,40,856.0,648.0
52,40,840.0,648.0
52,39,840.0,632.0
51,39,824.0,632.0
50,39,808.0,632.0
49,39,792.0,632.0
49,40,792.0,648.0
48,40,776.0,648.0
47,40,760.0,648.0
46,40,744.0,648.0
45,40,728.0,648.0
44,40,712.0,648.0
43,40,696.0,648.0
42,40,680.0,648.0
41,40,664.0,648.0
40,40,648.0,648.0
39,40,632.0,648.0
38,40,616.0,648.0
37,40,600.0,648.0
36,40,584.0,648.0
35,40,568.0,648.0
34,40,552.0,648.0
33,40,536.0,648.0
32,40,520.0,648.0
31,40,504.0,648.0
30,40,488.0,648.0
30,39,488.0,632.0
30,38,488.0,616.0
30,37,488.0,600.0
30,36,488.0,584.0
30,35,488.0,568.0
30,34,488.0,552.0
29,34,472.0,552.0
28,34,456.0,552.0
27,34,440.0,552.0
27,33,440.0,536.0
27,32,440.0,520.0
27,31,440.0,504.0
27,30,440.0,488.0
27,29,440.0,472.0
27,28,440.0,456.0
27,27,440.0,440.0
27,26,440.0,424.0
27,25,440.0,408.0
27,24,440.0,392.0
27,23,440.0,376.0
27,22,440.0,360.0
27,21,440.0,344.0
27,20,440.0,328.0
27,19,440.0,312.0
27,18,440.0,296.0
27,17,440.0,280.0
27,16,440.0,264.0
27,15,440.0,248.0
27,14,440.0,232.0
27,13,440.0,216.0
27,12,440.0,200.0
27,11,440.0,184.0
27,10,440.0,168.0
27,9,440.0,152.0
27,8,440.0,136.0
28,8,456.0,136.0
29,8,472.0,136.0
30,8,488.0,136.0
31,8,504.0,136.0
32,8,520.0,136.0
33,8,536.0,136.0
34,8,552.0,136.0
35,8,568.0,136.0
36,8,584.0,136.0
37,8,600.0,136.0
38,8,616.0,136.0
39,8,632.0,136.0
40,8,648.0,136.0
41,8,664.0,136.0
42,8,680.0,136.0
43,8,696.0,136.0
44,8,712.0,136.0
45,8,728.0,136.0
46,8,744.0,136.0
47,8,760.0,136.0
48,8,776.0,136.0
49,8,792.0,136.0
48,8,776.0,136.0
47,8,760.0,136.0
46,8,744.0,136.0
45,8,728.0,136.0
44,8,712.0,136.0
43,8,696.0,136.0
42,8,680.0,136.0
41,8,664.0,136.0
40,8,648.0,136.0
39,8,632.0,136.0
38,8,616.0,136.0
37,8,600.0,136.0
36,8,584.0,136.0
35,8,568.0,136.0
34,8,552.0,136.0
33,8,536.0,136.0
32,8,520.0,136.0
31,8,504.0,136.0
30,8,488.0,136.0
29,8,472.0,136.0
28,8,456.0,136.0
27,8,440.0,136.0
27,9,440.0,152.0
27,10,440.0,168.0
27,11,440.0,184.0
27,12,440.0,200.0
27,13,440.0,216.0
27,14,440.0,232.0
27,15,440.0,248.0
