row,col,y_px,x_px
76,24,1224.0,392.0
75,24,1208.0,392.0
74,24,1192.0,392.0
73,24,1176.0,392.0
72,24,1160.0,392.0
72,25,1160.0,408.0
72,26,1160.0,424.0
72,27,1160.0,440.0
72,28,1160.0,456.0
72,29,1160.0,472.0
71,29,1144.0,472.0
71,30,1144.0,488.0
71,31,1144.0,504.0
71,32,1144.0,520.0
71,33,1144.0,536.0
71,34,1144.0,552.0
72,34,1160.0,552.0
72,35,1160.0,568.0
72,36,1160.0,584.0
72,37,1160.0,600.0
72,38,1160.0,616.0
72,39,1160.0,632.0
72,40,1160.0,648.0
72,41,1160.0,664.0
72,42,1160.0,680.0
71,42,1144.0,680.0
71,43,1144.0,696.0
71,44,1144.0,712.0
71,45,1144.0,728.0
71,46,1144.0,744.0
71,47,1144.0,760.0
71,48,1144.0,776.0
71,49,1144.0,792.0
71,50,1144.0,808.0
71,51,1144.0,824.0
71,52,1144.0,840.0
71,53,1144.0,856.0
71,54,1144.0,872.0
71,55,1144.0,888.0
71,56,1144.0,904.0
71,57,1144.0,920.0
71,58,1144.0,936.0
71,59,1144.0,952.0
71,60,1144.0,968.0
71,61,1144.0,984.0
71,62,1144.0,1000.0
71,63,1144.0,1016.0
71,64,1144.0,1032.0
71,65,1144.0,1048.0
71,66,1144.0,1064.0
70,66,1128.0,1064.0
70,67,1128.0,1080.0
70,68,1128.0,1096.0
69,68,1112.0,1096.0
69,69,1112.0,1112.0
68,69,1096.0,1112.0
68,70,1096.0,1128.0
68,71,1096.0,1144.0
68,72,1096.0,1160.0
69,72,1112.0,1160.0
70,72,1128.0,1160.0
71,72,1144.0,1160.0
72,72,1160.0,1160.0
72,71,1160.0,1144.0
73,71,1176.0,1144.0
74,71,1192.0,1144.0
74,72,1192.0,1160.0
74,73,1192.0,1176.0
73,73,1176.0,1176.0
73,74,1176.0,1192.0
72,74,1160.0,1192.0
72,75,1160.0,1208.0
71,75,1144.0,1208.0
71,76,1144.0,1224.0
71,77,1144.0,1240.0
71,78,1144.0,1256.0
71,79,1144.0,1272.0
71,80,1144.0,1288.0
71,81,1144.0,1304.0
71,82,1144.0,1320.0
72,82,1160.0,1320.0
72,83,1160.0,1336.0
72,84,1160.0,1352.0
72,85,1160.0,1368.0
72,86,1160.0,1384.0
72,87,1160.0,1400.0
72,88,1160.0,1416.0
72,89,1160.0,1432.0
72,90,1160.0,1448.0
72,91,1160.0,1464.0
72,92,1160.0,1480.0
72,93,1160.0,1496.0
71,93,1144.0,1496.0
71,94,1144.0,1512.0
71,95,1144.0,1528.0
71,96,1144.0,1544.0
71,97,1144.0,1560.0
71,98,1144.0,1576.0
70,98,1128.0,1576.0
69,98,1112.0,1576.0
68,98,1096.0,1576.0
68,99,1096.0,1592.0
68,100,1096.0,1608.0
68,101,1096.0,1624.0
68,102,1096.0,1640.0
68,103,1096.0,1656.0
67,103,1080.0,1656.0
66,103,1064.0,1656.0
65,103,1048.0,1656.0
64,103,1032.0,1656.0
63,103,1016.0,1656.0
62,103,1000.0,1656.0
61,103,984.0,1656.0
60,103,968.0,1656.0
59,103,952.0,1656.0
58,103,936.0,1656.0
57,103,920.0,1656.0
56,103,904.0,1656.0
55,103,888.0,1656.0
54,103,872.0,1656.0
53,103,856.0,1656.0
52,103,840.0,1656.0
51,103,824.0,1656.0
50,103,808.0,1656.0
49,103,792.0,1656.0
48,103,776.0,1656.0
47,103,760.0,1656.0
46,103,744.0,1656.0
45,103,728.0,1656.0
44,103,712.0,1656.0
43,103,696.0,1656.0
42,103,680.0,1656.0
41,103,664.0,1656.0
40,103,648.0,1656.0
39,103,632.0,1656.0
38,103,616.0,1656.0
37,103,600.0,1656.0
36,103,584.0,1656.0
35,103,568.0,1656.0
34,103,552.0,1656.0
33,103,536.0,1656.0
32,103,520.0,1656.0
31,103,504.0,1656.0
30,103,488.0,1656.0
29,103,472.0,1656.0
28,103,456.0,1656.0
27,103,440.0,1656.0
26,103,424.0,1656.0
25,103,408.0,1656.0
24,103,392.0,1656.0
23,103,376.0,1656.0
22,103,360.0,1656.0
21,103,344.0,1656.0
20,103,328.0,1656.0
19,103,312.0,1656.0
18,103,296.0,1656.0
17,103,280.0,1656.0
16,103,264.0,1656.0
16,104,264.0,1672.0
