row,col,y_px,x_px
87,39,1400.0,632.0
86,39,1384.0,632.0
85,39,1368.0,632.0
84,39,1352.0,632.0
83,39,1336.0,632.0
82,39,1320.0,632.0
81,39,1304.0,632.0
80,39,1288.0,632.0
79,39,1272.0,632.0
78,39,1256.0,632.0
77,39,1240.0,632.0
76,39,1224.0,632.0
75,39,1208.0,632.0
74,39,1192.0,632.0
73,39,1176.0,632.0
72,39,1160.0,632.0
72,38,1160.0,616.0
72,37,1160.0,600.0
71,37,1144.0,600.0
71,36,1144.0,584.0
71,35,1144.0,568.0
71,34,1144.0,552.0
71,33,1144.0,536.0
71,32,1144.0,520.0
71,31,1144.0,504.0
71,30,1144.0,488.0
71,29,1144.0,472.0
72,29,1160.0,472.0
73,29,1176.0,472.0
73,28,1176.0,456.0
73,27,1176.0,440.0
73,26,1176.0,424.0
73,25,1176.0,408.0
73,24,1176.0,392.0
73,23,1176.0,376.0
73,22,1176.0,360.0
73,21,1176.0,344.0
73,20,1176.0,328.0
73,19,1176.0,312.0
72,19,1160.0,312.0
71,19,1144.0,312.0
71,18,1144.0,296.0
71,17,1144.0,280.0
71,16,1144.0,264.0
71,15,1144.0,248.0
71,14,1144.0,232.0
71,13,1144.0,216.0
70,13,1128.0,216.0
70,12,1128.0,200.0
69,12,1112.0,200.0
69,11,1112.0,184.0
69,10,1112.0,168.0
69,9,1112.0,152.0
68,9,1096.0,152.0
68,8,1096.0,136.0
67,8,1080.0,136.0
66,8,1064.0,136.0
65,8,1048.0,136.0
64,8,1032.0,136.0
63,8,1016.0,136.0
62,8,1000.0,136.0
61,8,984.0,136.0
60,8,968.0,136.0
59,8,952.0,136.0
58,8,936.0,136.0
57,8,920.0,136.0
56,8,904.0,136.0
55,8,888.0,136.0
54,8,872.0,136.0
53,8,856.0,136.0
52,8,840.0,136.0
52,9,840.0,152.0
51,9,824.0,152.0
50,9,808.0,152.0
50,10,808.0,168.0
50,11,808.0,184.0
50,12,808.0,200.0
50,13,808.0,216.0
49,13,792.0,216.0
49,14,792.0,232.0
49,15,792.0,248.0
49,16,792.0,264.0
49,17,792.0,280.0
49,18,792.0,296.0
48,18,776.0,296.0
47,18,760.0,296.0
46,18,744.0,296.0
46,19,744.0,312.0
46,20,744.0,328.0
46,21,744.0,344.0
46,22,744.0,360.0
46,23,744.0,376.0
45,23,728.0,376.0
44,23,712.0,376.0
43,23,696.0,376.0
42,23,680.0,376.0
41,23,664.0,376.0
40,23,648.0,376.0
39,23,632.0,376.0
38,23,616.0,376.0
37,23,600.0,376.0
36,23,584.0,376.0
35,23,568.0,376.0
35,24,568.0,392.0
36,24,584.0,392.0
37,24,600.0,392.0
38,24,616.0,392.0
39,24,632.0,392.0
40,24,648.0,392.0
41,24,664.0,392.0
42,24,680.0,392.0
43,24,696.0,392.0
44,24,712.0,392.0
45,24,728.0,392.0
46,24,744.0,392.0
47,24,760.0,392.0
48,24,776.0,392.0
49,24,792.0,392.0
49,23,792.0,376.0
49,22,792.0,360.0
49,21,792.0,344.0
49,20,792.0,328.0
49,19,792.0,312.0
49,18,792.0,296.0
